target_id	length	eff_length	est_counts	tpm
Solyc02g078430.3.1	795	616	0	0
Solyc10g054040.2.1	1864	1685	1.0008	0.0684868
Solyc03g121770.2.1	2064	1885	1	0.0611712
Solyc09g072870.3.1	1463	1284	1621.41	145.609
Solyc03g063690.1.1	1791	1612	18	1.28756
Solyc11g067200.2.1	4337	4158	101	2.80089
Solyc09g055900.3.1	1694	1515	25	1.90277
Solyc01g105230.3.1	7135	6956	579.836	9.61178
Solyc03g120475.1.1	919	740	1278	199.14
Solyc08g007950.3.1	3366	3187	170	6.15071
Solyc06g050185.1.1	204	29.2345	0	0
Solyc04g016060.1.1	846	667	18	3.11175
Solyc02g062170.3.1	1014	835	1.53564	0.212062
Solyc08g076500.3.1	207	31.3862	0	0
Solyc08g066190.2.1	2450	2271	0	0
Solyc09g007320.3.1	2220	2041	12.166	0.687329
Solyc05g012550.3.1	1211	1032	2	0.223465
Solyc06g073033.1.1	438	259	0	0
Solyc02g090135.1.1	2374	2195	11	0.577852
Solyc06g051060.3.1	1647	1468	18	1.41386
Solyc03g007500.3.1	2046	1867	132.234	8.16688
Solyc07g042093.1.1	654	475	0	0
Solyc06g076130.3.1	5236	5057	153	3.48865
Solyc06g076910.2.1	6763	6584	90.9999	1.59371
Solyc12g013870.2.1	1226	1047	53	5.83697
Solyc02g081570.3.1	2085	1906	0	0
Solyc07g005740.1.1	1431	1252	8	0.736791
Solyc02g086850.2.1	2888	2709	3	0.127694
Solyc11g011130.2.1	1870	1691	998	68.0527
Solyc03g118660.3.1	1672	1493	113	8.72725
Solyc05g009890.1.1	1362	1183	34	3.314
Solyc02g030220.1.1	1017	838	0	0
Solyc02g069547.1.1	744	565	0	0
Solyc09g008940.3.1	1682	1503	72	5.52373
Solyc05g006323.1.1	1341	1162	173	17.1672
Solyc01g100590.3.1	1474	1295	436	38.8218
Solyc11g068810.2.1	709	530	185	40.2489
Solyc10g047480.1.1	1443	1264	0	0
Solyc01g086970.3.1	585	406	663.968	188.573
Solyc02g069730.3.1	1243	1064	23	2.49256
Solyc09g055235.1.1	561	382	1	0.301853
Solyc07g025120.1.1	234	55.1953	0	0
Solyc09g097865.1.1	3472	3293	25	0.875401
Solyc06g073100.3.1	1203	1024	1	0.112605
Solyc10g080045.1.1	1790	1611	47	3.36404
Solyc06g060970.2.1	6163	5984	0	0
Solyc06g066470.3.1	240	61.0822	6	11.3265
Solyc03g025340.1.1	1050	871	1018	134.768
Solyc02g091570.1.1	1125	946	0	0
Solyc03g118120.3.1	830	651	75	13.2843
Solyc12g013480.2.1	197	24.7239	0	0
Solyc02g068620.1.1	375	196	0	0
Solyc03g082975.1.1	456	277	2.65099	1.10354
Solyc12g089293.1.1	768	589	0	0
Solyc12g096130.2.1	84	4.40283	0	0
Solyc01g080530.3.1	1352	1173	73	7.17602
Solyc05g014980.3.1	1193	1014	877	99.7287
Solyc04g024340.3.1	972	793	45	6.54332
Solyc03g081290.1.1	297	118	0	0
Solyc02g069230.3.1	4256	4077	272	7.69284
Solyc12g099420.2.1	2427	2248	73	3.74443
Solyc02g030185.1.1	1050	871	0	0
Solyc11g012840.2.1	1311	1132	190.905	19.446
Solyc09g098470.2.1	2529	2350	0	0
Solyc08g006290.2.1	798	619	0	0
Solyc03g005730.3.1	1807	1628	1574	111.483
Solyc02g083130.3.1	1482	1303	384	33.9817
Solyc03g025860.3.1	1991	1812	11.471	0.729966
Solyc04g005030.3.1	2062	1883	168	10.2877
Solyc01g073940.3.1	2300	2121	28	1.52221
Solyc08g062700.3.1	2066	1887	311	19.0041
Solyc06g084170.3.1	406	227	167.373	85.0194
Solyc11g050810.1.1	720	541	0	0
Solyc03g083385.1.1	372	193	0	0
Solyc09g066495.1.1	479	300	341.979	131.443
Solyc06g008150.3.1	2569	2390	88	4.24564
Solyc09g075560.1.1	1104	925	34	4.23834
Solyc01g103945.1.1	303	124	2	1.8598
Solyc05g053715.1.1	243	64.0516	1.90288	3.42563
