target_id	length	eff_length	est_counts	tpm
Solyc01g057490.3.1	442	263	2	0.689548
Solyc04g006990.3.1	1321	1142	59	4.68464
Solyc04g009900.3.1	1390	1211	153.499	11.4935
Solyc02g021063.1.1	1655	1476	40	2.45733
Solyc04g072470.3.1	508	329	0	0
Solyc06g082020.3.1	489	310	15	4.38753
Solyc11g072800.2.1	4144	3965	6	0.137214
Solyc08g080110.3.1	2880	2701	401	13.462
Solyc08g074680.2.1	5534	5355	464.352	7.86281
Solyc00g005850.2.1	566	387	0	0
Solyc12g009745.1.1	2898	2719	8.59438	0.286613
Solyc10g008210.3.1	4197	4018	50	1.12837
Solyc06g072480.1.1	516	337	0	0
Solyc09g057715.1.1	519	340	0	0
Solyc05g015710.3.1	1126	947	1026	98.2399
Solyc12g097070.2.1	1320	1141	20	1.58941
Solyc12g019340.1.1	183	17.7996	0	0
Solyc05g006260.1.1	183	17.7996	0	0
Solyc01g067380.3.1	1781	1602	369	20.886
Solyc12g042120.2.1	508	329	8.97232	2.47286
Solyc07g006800.1.1	1362	1183	34.0689	2.61134
Solyc09g009280.1.1	885	706	0	0
Solyc06g005070.2.1	2155	1976	41	1.88143
Solyc11g066760.2.1	2304	2125	180.059	7.68326
Solyc06g071540.3.1	3375	3196	68	1.92927
Solyc09g065150.1.1	150	9.35544	0	0
Solyc10g081230.2.1	1185	1006	0	0
Solyc01g106390.3.1	2020	1841	316	15.5641
Solyc09g007080.3.1	5868	5689	1279.17	20.3884
Solyc11g066500.2.1	3576	3397	313	8.35486
Solyc01g102637.1.1	282	103	0	0
Solyc03g060510.3.1	1738	1559	62	3.60609
Solyc11g066460.1.1	651	472	38	7.30015
Solyc06g082800.3.1	1406	1227	383.637	28.3509
Solyc01g105290.3.1	1594	1415	196	12.56
Solyc08g062965.1.1	528	349	0	0
Solyc03g058900.2.1	501	322	0	0
Solyc11g011542.1.1	477	298	6	1.82568
Solyc03g007860.1.1	558	379	21	5.02424
Solyc06g048620.3.1	4542	4363	18	0.374091
Solyc03g006490.3.1	1155	976	8085	751.14
Solyc11g017373.1.1	738	559	0	0
Solyc09g060100.3.1	5908	5729	40.8768	0.646977
Solyc03g006950.2.1	2238	2059	0	0
Solyc03g114300.3.1	2676	2497	180	6.53649
Solyc02g011755.1.1	321	142	1	0.638561
Solyc11g010105.1.1	741	562	54	8.7126
Solyc09g092080.3.1	862	683	271.763	36.0794
Solyc05g055160.3.1	2243	2064	9638.74	423.449
Solyc06g053780.3.1	2021	1842	154	7.58091
Solyc07g055920.3.1	1156	977	95	8.81697
Solyc02g062040.3.1	1448	1269	44	3.14399
Solyc05g046390.3.1	754	575	464	73.1713
Solyc09g042300.2.1	2512	2333	2.14612	0.0834124
Solyc03g044600.2.1	1206	1027	6.3762	0.562966
Solyc11g067270.1.1	1293	1114	15	1.22095
Solyc09g083370.3.1	1089	910	83.7552	8.34566
Solyc09g018235.1.1	789	610	0	0
Solyc03g115845.1.1	300	121	0	0
Solyc07g065280.3.1	693	514	496	87.5002
Solyc10g018885.1.1	357	178	58	29.546
Solyc10g051050.2.1	2773	2594	63.6875	2.22625
Solyc03g007680.3.1	1191	1012	261	23.3857
Solyc03g115800.1.1	1281	1102	5	0.411414
Solyc05g005910.3.1	1815	1636	0	0
Solyc07g032300.1.1	213	36.0583	0	0
Solyc01g091860.3.1	3645	3466	169.305	4.42927
Solyc12g098660.2.1	1485	1306	50	3.4715
Solyc04g057890.3.1	4289	4110	758.564	16.7356
Solyc06g008960.3.1	4420	4241	226	4.83204
Solyc02g030520.1.1	69	3.93736	0	0
Solyc10g044967.1.1	720	541	0	0
Solyc07g026705.1.1	641	462	2	0.392535
Solyc07g039384.1.1	453	274	0	0
Solyc08g005440.3.1	3192	3013	22	0.662085
Solyc01g005610.3.1	1068	889	0	0
Solyc04g050345.1.1	390	211	0	0
Solyc10g086290.2.1	1363	1184	0	0
Solyc12g035860.1.1	315	136	0	0
Solyc05g016473.1.1	3230	3051	0	0
Solyc02g088954.1.1	675	496	0	0
Solyc08g082330.3.1	484	305	8	2.37838
Solyc05g026050.3.1	1505	1326	553	37.8157
Solyc10g050630.1.1	315	136	0	0
Solyc07g039540.1.1	246	67.0317	0	0
Solyc01g096185.1.1	435	256	43	15.2307
Solyc07g021740.2.1	811	632	0	0
Solyc02g062375.1.1	3217	3038	1157.42	34.5457
Solyc12g009620.2.1	1820	1641	338	18.6766
Solyc05g012170.2.1	783	604	0	0
Solyc01g103803.1.1	699	520	0	0
Solyc12g087900.2.1	1377	1198	3	0.227067
Solyc09g090660.3.1	2092	1913	1202.4	56.9932
Solyc02g081700.1.1	747	568	815	130.107
Solyc08g079580.1.1	447	268	0	0
Solyc04g057880.3.1	6172	5993	330.643	5.00272
Solyc05g021090.3.1	1542	1363	17.7721	1.18231
Solyc06g082000.3.1	2271	2092	76	3.29414
Solyc11g045540.1.1	447	268	0	0
Solyc10g084360.1.1	165	12.1958	0	0
Solyc03g062745.1.1	441	262	0	0
Solyc04g050550.2.1	2358	2179	67	2.7881
Solyc05g024454.1.1	521	342	0	0
Solyc09g016957.1.1	339	160	0	0
Solyc09g060170.1.1	1035	856	0	0
Solyc05g055790.3.1	2662	2483	311	11.3573
Solyc01g096255.1.1	405	226	0	0
Solyc05g054170.3.1	4313	4134	607.208	13.3186
Solyc01g005730.3.1	3708	3529	78.1068	2.00691
Solyc10g018355.1.1	780	601	0	0
Solyc08g076830.1.1	1026	847	4	0.42822
Solyc10g045040.1.1	225	46.6066	0	0
Solyc03g081203.1.1	183	17.7996	0	0
Solyc02g085700.2.1	2892	2713	195	6.51741
Solyc12g008580.2.1	2991	2812	52	1.67679
Solyc08g014290.1.1	1188	1009	120	10.784
Solyc01g102970.3.1	2799	2620	217	7.51016
Solyc08g044540.1.1	225	46.6066	0	0
Solyc06g060270.3.1	3396	3217	13	0.366423
Solyc06g072570.3.1	1211	1032	522	45.865
Solyc01g109070.2.1	616	437	290	60.1737
Solyc05g041900.1.1	285	106	1	0.85543
Solyc01g010050.3.1	1875	1696	3261	174.347
Solyc08g061450.2.1	1512	1333	15	1.02036
Solyc10g055740.2.1	1711	1532	1236	73.1559
Solyc01g086900.3.1	3177	2998	132.831	4.01752
Solyc11g007120.2.1	1251	1072	110	9.3044
Solyc01g104448.1.1	516	337	3	0.807201
Solyc01g060410.3.1	279	100	0	0
Solyc02g080470.3.1	3187	3008	310	9.34489
Solyc08g045760.1.1	261	82.002	0	0
Solyc11g008720.2.1	2785	2606	568	19.7635
Solyc05g051840.1.1	1134	955	110	10.4443
Solyc02g084550.3.1	1100	921	492.722	48.5102
Solyc04g017965.1.1	300	121	0	0
Solyc07g045250.1.1	213	36.0583	12	30.1763
Solyc02g092420.3.1	2392	2213	65	2.66331
Solyc10g055650.2.1	3037	2858	667	21.1619
Solyc07g007290.1.1	1572	1393	0	0
Solyc06g068930.2.1	1137	958	18	1.70372
Solyc05g009050.3.1	4077	3898	63	1.46551
Solyc04g054730.3.1	2506	2327	49	1.90937
Solyc03g034201.1.1	498	319	0	0
Solyc06g007165.1.1	2062	1883	13	0.626013
Solyc03g013630.3.1	2749	2570	29.8914	1.05464
Solyc03g112200.1.1	756	577	94	14.7721
Solyc02g083630.3.1	2225	2046	45.1668	2.00172
Solyc02g092810.3.1	868	689	25	3.29012
Solyc10g082060.1.1	759	580	3.49323	0.546122
Solyc01g087570.2.1	548	369	142	34.8941
Solyc09g063140.3.1	2272	2093	136.748	5.92436
Solyc01g060210.3.1	456	277	6	1.96409
Solyc02g069515.1.1	1210	1031	31	2.72642
Solyc02g070210.3.1	1637	1458	160	9.95068
Solyc09g008950.1.1	828	649	0	0
Solyc03g116390.3.1	617	438	883	182.8
Solyc06g071340.1.1	96	4.87155	0	0
Solyc11g017470.2.1	1385	1206	9512	715.179
Solyc02g030630.1.1	921	742	0	0
Solyc08g083175.1.1	396	217	0	0
Solyc08g048250.3.1	1857	1678	92	4.97149
Solyc12g032937.1.1	345	166	0	0
Solyc09g009190.3.1	2730	2551	108	3.83887
Solyc12g006870.2.1	1232	1053	577	49.6864
Solyc07g008350.3.1	1670	1491	399	24.2653
Solyc08g068640.3.1	5247	5068	396.307	7.09064
Solyc02g021520.1.1	279	100	0	0
Solyc09g007250.3.1	1648	1469	2603.55	160.707
Solyc12g087870.2.1	1737	1558	208	12.1056
Solyc03g058213.1.1	309	130	3	2.09251
Solyc02g079280.3.1	1274	1095	104	8.61211
Solyc08g008630.3.1	1303	1124	619	49.9361
Solyc06g005310.3.1	1358	1179	2	0.153818
Solyc12g049120.2.1	1332	1153	0	0
Solyc09g072940.2.1	858	679	0	0
Solyc08g075540.3.1	2634	2455	3436	126.909
Solyc09g091510.3.1	1452	1273	156	11.1119
Solyc04g016177.1.1	1251	1072	77.4518	6.55129
Solyc03g120050.3.1	1594	1415	94.2248	6.03808
Solyc05g018453.1.1	867	688	0	0
Solyc07g065320.3.1	4946	4767	2115	40.2305
Solyc05g013560.3.1	448	269	84	28.3151
Solyc01g108380.2.1	1059	880	0	0
Solyc06g035943.1.1	780	601	0	0
Solyc08g006251.1.1	678	499	0	0
Solyc05g025810.3.1	1306	1127	122	9.81582
Solyc03g115350.2.1	507	328	0	0
Solyc12g011190.2.1	1418	1239	80	5.85476
Solyc11g071423.1.1	2259	2080	39.6788	1.72976
Solyc10g045555.1.1	393	214	0	0
Solyc08g080585.1.1	714	535	100.697	17.0668
Solyc02g005115.1.1	550	371	1.62173	0.396365
Solyc02g086660.3.1	3546	3367	232.786	6.26909
Solyc04g070987.1.1	535	356	104.043	26.5005
Solyc03g096193.1.1	399	220	0	0
Solyc10g074520.2.1	1668	1489	5	0.304485
Solyc02g065360.3.1	2862	2683	258	8.71946
Solyc01g020570.2.1	1065	886	0	0
Solyc02g076790.3.1	1037	858	236	24.9411
Solyc03g080115.1.1	945	766	0	0
Solyc03g005470.3.1	839	660	2120	291.261
Solyc05g047540.3.1	4664	4485	293.366	5.93114
Solyc11g020471.1.1	882	703	0	0
Solyc05g005770.3.1	1621	1442	108	6.79124
Solyc03g044420.2.1	1271	1092	9	0.747326
Solyc06g072135.1.1	1409	1230	27	1.99044
Solyc04g054760.3.1	876	697	23	2.99216
Solyc05g014177.1.1	448	269	0	0
Solyc03g111705.1.1	792	613	0	0
Solyc07g015850.1.1	507	328	0	0
Solyc03g063290.3.1	850	671	134.937	18.2347
Solyc09g020190.3.1	2061	1882	363	17.4895
Solyc11g008340.2.1	3580	3401	661	17.6232
Solyc12g019777.1.1	477	298	0	0
Solyc09g082740.1.1	288	109	0	0
Solyc03g051820.1.1	411	232	0	0
Solyc01g108820.1.1	768	589	0	0
Solyc09g008917.1.1	192	21.9418	0	0
Solyc11g072320.2.1	4765	4586	1277.08	25.2507
Solyc03g112770.3.1	871	692	587	76.917
Solyc04g054430.2.1	1054	875	265	27.4618
Solyc10g052660.2.1	600	421	1094.52	235.74
Solyc04g083160.2.1	2894	2715	27	0.901746
Solyc02g088510.3.1	1452	1273	15.0782	1.07402
Solyc02g086920.2.1	2778	2599	0	0
Solyc04g039830.2.1	636	457	3.23459	0.641792
Solyc08g062387.1.1	405	226	0	0
Solyc03g117720.3.1	1465	1286	18	1.26918
Solyc04g074165.1.1	420	241	10	3.76247
Solyc07g063080.3.1	2851	2672	36	1.22168
Solyc11g062195.1.1	489	310	0	0
Solyc07g062020.2.1	849	670	0	0
Solyc04g050823.1.1	585	406	0	0
Solyc01g108080.3.1	384	205	3.87849	1.71553
Solyc08g066460.2.1	935	756	7	0.839589
Solyc08g006000.3.1	1005	826	1112	122.072
Solyc03g007825.1.1	885	706	9.63513	1.2375
Solyc03g031655.1.1	882	703	0	0
Solyc09g066400.2.1	1555	1376	327	21.5486
Solyc01g091800.3.1	1494	1315	92	6.34384
Solyc06g054690.3.1	2403	2224	481	19.611
Solyc12g056673.1.1	810	631	12.3053	1.76829
Solyc09g065250.2.1	962	783	0	0
Solyc04g049485.1.1	625	446	0	0
Solyc09g084460.3.1	645	466	207.119	40.3019
Solyc02g067925.1.1	7689	7510	267.802	3.23343
Solyc12g006750.1.1	252	73.0112	21.378	26.5503
Solyc03g122240.3.1	3244	3065	245	7.24813
Solyc01g109550.2.1	978	799	40	4.53945
Solyc06g007920.2.1	490	311	0	0
Solyc01g109780.3.1	2980	2801	337.151	10.9144
Solyc06g008460.2.1	390	211	0	0
Solyc06g011460.1.1	600	421	0	0
Solyc01g081630.3.1	2503	2324	1	0.039017
Solyc09g011040.1.1	1290	1111	1	0.0816162
Solyc01g080080.3.1	1806	1627	437	24.3548
Solyc10g081420.2.1	6066	5887	51.4914	0.793106
Solyc06g005780.1.1	357	178	74	37.6966
Solyc01g094080.3.1	2132	1953	65.3751	3.0353
Solyc06g069570.3.1	1494	1315	1377.02	94.9522
Solyc01g104590.3.1	2202	2023	7261	325.455
Solyc02g067510.3.1	922	743	1	0.12204
Solyc12g062920.2.1	195	23.5677	0	0
Solyc12g007050.1.1	198	25.324	43	153.967
Solyc03g026413.1.1	183	17.7996	0	0
Solyc09g064220.2.1	438	259	0	0
Solyc12g038970.2.1	2016	1837	250	12.3402
Solyc07g032745.1.1	1125	946	5	0.479258
Solyc02g078430.3.1	795	616	0	0
Solyc10g054040.2.1	1864	1685	1	0.0538134
Solyc03g121770.2.1	2064	1885	0	0
Solyc09g072870.3.1	1463	1284	2329.35	164.498
Solyc03g063690.1.1	1791	1612	10	0.562504
Solyc11g067200.2.1	4337	4158	180	3.92535
Solyc09g055900.3.1	1694	1515	12	0.718223
Solyc01g105230.3.1	7135	6956	981.296	12.7918
Solyc03g120475.1.1	919	740	1846	226.199
Solyc08g007950.3.1	3366	3187	225	6.40164
Solyc06g050185.1.1	204	29.2345	0	0
Solyc04g016060.1.1	846	667	28	3.80647
Solyc02g062170.3.1	1014	835	2.84034	0.308442
Solyc08g076500.3.1	207	31.3862	0	0
Solyc08g066190.2.1	2450	2271	1.01574	0.0405562
Solyc09g007320.3.1	2220	2041	0.00102175	4.53935e-05
Solyc05g012550.3.1	1211	1032	2.08784	0.183446
Solyc06g073033.1.1	438	259	0	0
Solyc02g090135.1.1	2374	2195	29	1.19799
Solyc06g051060.3.1	1647	1468	38	2.34719
Solyc03g007500.3.1	2046	1867	132.993	6.45912
Solyc07g042093.1.1	654	475	0	0
Solyc06g076130.3.1	5236	5057	207	3.71166
Solyc06g076910.2.1	6763	6584	148	2.03827
Solyc12g013870.2.1	1226	1047	133	11.5185
Solyc02g081570.3.1	2085	1906	0	0
Solyc07g005740.1.1	1431	1252	6	0.434548
Solyc02g086850.2.1	2888	2709	0	0
Solyc11g011130.2.1	1870	1691	1641	87.9945
Solyc03g118660.3.1	1672	1493	272	16.5196
Solyc05g009890.1.1	1362	1183	33	2.52941
Solyc02g030220.1.1	1017	838	0	0
Solyc02g069547.1.1	744	565	0	0
Solyc09g008940.3.1	1682	1503	135	8.14452
Solyc05g006323.1.1	1341	1162	354	27.6241
Solyc01g100590.3.1	1474	1295	795	55.6657
Solyc11g068810.2.1	709	530	197	33.704
Solyc10g047480.1.1	1443	1264	0	0
Solyc01g086970.3.1	585	406	1672.73	373.586
Solyc02g069730.3.1	1243	1064	24.0049	2.04574
Solyc09g055235.1.1	561	382	0	0
Solyc07g025120.1.1	234	55.1953	0	0
Solyc09g097865.1.1	3472	3293	32	0.881148
Solyc06g073100.3.1	1203	1024	4	0.354202
Solyc10g080045.1.1	1790	1611	51	2.87055
Solyc06g060970.2.1	6163	5984	52.6952	0.798491
Solyc06g066470.3.1	240	61.0822	27	40.0811
Solyc03g025340.1.1	1050	871	1803	187.702
Solyc02g091570.1.1	1125	946	0	0
Solyc03g118120.3.1	830	651	102	14.2072
Solyc12g013480.2.1	197	24.7239	0	0
Solyc02g068620.1.1	375	196	0	0
Solyc03g082975.1.1	456	277	0	0
Solyc12g089293.1.1	768	589	0	0
Solyc12g096130.2.1	84	4.40283	0	0
Solyc01g080530.3.1	1352	1173	85	6.5707
Solyc05g014980.3.1	1193	1014	1227	109.723
Solyc04g024340.3.1	972	793	113	12.921
Solyc03g081290.1.1	297	118	0	0
Solyc02g069230.3.1	4256	4077	483	10.7423
Solyc12g099420.2.1	2427	2248	122	4.92101
Solyc02g030185.1.1	1050	871	0	0
Solyc11g012840.2.1	1311	1132	434.165	34.7776
Solyc09g098470.2.1	2529	2350	0	0
Solyc08g006290.2.1	798	619	0	0
Solyc03g005730.3.1	1807	1628	2206	122.869
Solyc02g083130.3.1	1482	1303	1819	126.584
Solyc03g025860.3.1	1991	1812	20.7992	1.04083
Solyc04g005030.3.1	2062	1883	454	21.8623
Solyc01g073940.3.1	2300	2121	45	1.92381
Solyc08g062700.3.1	2066	1887	543	26.0927
Solyc06g084170.3.1	406	227	230.142	91.9308
Solyc11g050810.1.1	720	541	0	0
Solyc03g083385.1.1	372	193	0	0
Solyc09g066495.1.1	479	300	369.576	111.705
Solyc06g008150.3.1	2569	2390	147	5.57712
