target_id	length	eff_length	est_counts	tpm
Solyc03g005480.3.1	1679	1500	2	0.297861
Solyc07g062550.3.1	2545	2366	19	1.79396
Solyc05g005210.3.1	1678	1499	179	26.6763
Solyc08g016440.3.1	989	810	0	0
Solyc01g049640.2.1	399	220	0	0
Solyc08g028915.1.1	360	181	0	0
Solyc09g083240.3.1	647	468	5	2.38671
Solyc09g056410.2.1	678	499	1	0.447687
Solyc03g059050.2.1	1051	872	28	7.17325
Solyc04g054660.2.1	555	376	0.000384266	0.000228307
Solyc10g080940.2.1	2583	2404	857.153	79.6523
Solyc04g005680.3.1	1979	1800	1781.98	221.159
Solyc05g051290.3.1	1387	1208	196	36.2463
Solyc04g050440.3.1	1797	1618	25	3.45172
Solyc01g059853.1.1	516	337	0	0
Solyc03g078580.3.1	543	364	0	0
Solyc01g106930.3.1	562	383	0	0
Solyc07g005590.3.1	4253	4074	270.195	14.816
Solyc06g007680.2.1	2063	1884	26	3.08295
Solyc01g089960.3.1	1197	1018	4	0.877782
Solyc03g006120.3.1	1661	1482	0	0
Solyc07g054000.3.1	701	522	0	0
Solyc02g032360.3.1	521	342	0	0
Solyc02g089140.2.1	447	268	0	0
Solyc03g062910.3.1	5017	4838	0	0
Solyc08g014020.3.1	624	445	31	15.5624
Solyc06g043113.1.1	1455	1276	2	0.35015
Solyc01g150007.1.1	444	265	0	0
Solyc09g031543.1.1	4368	4189	21	1.11991
Solyc08g067670.3.1	656	477	18	8.43002
Solyc10g084180.2.1	3498	3319	148	9.9616
Solyc07g041510.2.1	3769	3590	201	12.5077
Solyc03g118770.3.1	1385	1206	2	0.370474
Solyc07g024015.1.1	8967	8788	0	0
Solyc07g009360.2.1	363	184	0	0
Solyc03g082950.3.1	878	699	0	0
Solyc11g022440.2.1	258	79.0036	0	0
Solyc03g019970.3.1	1779	1600	0	0
Solyc01g006790.2.1	731	552	25	10.1176
Solyc05g018220.2.1	558	379	0	0
Solyc01g107220.2.1	1167	988	6	1.35665
Solyc05g051340.2.1	2629	2450	17	1.55009
Solyc09g075840.3.1	328	149	0	0
Solyc03g058370.2.1	1017	838	0	0
Solyc05g007250.3.1	1074	895	785.204	195.99
Solyc04g048980.3.1	553	374	0	0
Solyc01g011091.1.1	8096	7917	7.76938	0.21923
Solyc04g051680.3.1	2052	1873	15	1.78907
Solyc04g082200.2.1	1157	978	4452	1016.93
Solyc11g044632.1.1	686	507	0	0
Solyc06g007430.2.1	2112	1933	323	37.3289
Solyc08g036560.2.1	741	562	28	11.13
Solyc01g090340.2.1	988	809	3	0.828414
Solyc08g076720.3.1	4114	3935	29	1.64637
Solyc02g068930.3.1	1005	826	40	10.8182
Solyc01g095170.2.1	922	743	9	2.706
Solyc07g018400.3.1	174	14.6185	0	0
Solyc07g006300.3.1	2508	2329	2	0.191838
Solyc09g072910.2.1	1314	1135	0	0
Solyc08g075320.3.1	2532	2353	0	0
Solyc03g044273.1.1	5441	5262	1	0.0424545
Solyc09g005730.3.1	735	556	3	1.20537
Solyc04g079830.2.1	2469	2290	195	19.0228
Solyc07g041820.2.1	3138	2959	0	0
Solyc01g044510.2.1	547	368	0	0
Solyc03g071853.1.1	894	715	0	0
Solyc01g095070.3.1	869	690	220	71.2276
Solyc06g007890.3.1	568	389	2	1.14856
Solyc09g055610.2.1	105	5.29865	0	0
Solyc04g009590.3.1	568	389	2	1.14856
Solyc02g077240.3.1	2165	1986	1947	219.009
Solyc03g083100.3.1	1862	1683	25	3.31841
Solyc08g006645.1.1	406	227	2.05833	2.02565
Solyc04g007825.1.1	1329	1150	231.444	44.9597
Solyc03g044060.3.1	3067	2888	18	1.39235
Solyc06g008980.3.1	1496	1317	9	1.52662
Solyc10g050757.1.1	1464	1285	0	0
Solyc01g094710.2.1	359	180	2	2.48217
Solyc05g017830.2.1	232	53.2554	0	0
Solyc11g027940.2.1	462	283	0	0
Solyc03g034130.3.1	840	661	0	0
Solyc04g011990.2.1	3364	3185	1	0.0701399
Solyc07g017560.3.1	2822	2643	0	0
Solyc01g005380.2.1	1818	1639	54	7.3602
Solyc12g005820.2.1	826	647	0	0
Solyc03g116170.3.1	1234	1055	67	14.1872
Solyc04g016010.3.1	2019	1840	37.8514	4.59557
Solyc12g098590.2.1	2992	2813	14	1.11182
Solyc03g082575.1.1	2097	1918	126.985	14.7903
Solyc09g020070.2.1	1401	1222	0	0
Solyc07g017330.2.1	730	551	0	0
Solyc01g021700.2.1	1146	967	0	0
Solyc09g055550.3.1	1685	1506	18	2.67007
Solyc01g014537.1.1	654	475	0	0
Solyc03g098750.3.1	1586	1407	104	16.5125
Solyc06g054230.3.1	1995	1816	0	0
Solyc09g010340.2.1	1272	1093	0	0
Solyc06g043140.3.1	1035	856	6.46522	1.68727
Solyc03g034165.1.1	1203	1024	5.39895	1.17783
Solyc01g012640.2.1	561	382	0	0
Solyc05g023660.2.1	1239	1060	0	0
Solyc11g008140.2.1	1826	1647	23	3.11967
Solyc02g062930.3.1	1567	1388	107	17.2214
Solyc08g066400.2.1	953	774	0	0
Solyc10g036690.2.1	93	4.74468	0	0
Solyc09g011710.3.1	939	760	261	76.7188
Solyc12g096860.2.1	2683	2504	5	0.446077
Solyc02g063040.3.1	1276	1097	28	5.70198
Solyc06g076840.2.1	2830	2651	0	0
Solyc01g056940.2.1	756	577	1485	574.944
Solyc06g054620.3.1	855	676	12	3.9656
Solyc01g056270.2.1	701	522	0	0
Solyc01g020230.3.1	2531	2352	2.3353	0.22181
Solyc01g014107.1.1	766	587	11	4.18629
Solyc06g052140.2.1	885	706	0	0
Solyc05g052990.3.1	658	479	12	5.59655
Solyc06g033810.2.1	609	430	0	0
Solyc01g009690.2.1	2586	2407	0	0
Solyc02g078420.2.1	309	130	6	10.3106
Solyc07g041240.2.1	468	289	0	0
Solyc12g038770.2.1	729	550	0	0
Solyc06g052080.3.1	2780	2601	94	8.07351
Solyc11g020740.2.1	90	4.62459	0	0
Solyc01g014180.3.1	976	797	823	230.683
Solyc12g038350.2.1	872	693	0	0
Solyc03g031650.3.1	738	559	23	9.19159
Solyc11g072410.2.1	2582	2403	61.1951	5.68902
Solyc06g008100.3.1	663	484	9	4.15405
Solyc09g083445.1.1	618	439	12.8312	6.52946
Solyc06g064740.3.1	358	179	0	0
Solyc02g062260.2.1	226	47.5399	0	0
Solyc11g006650.2.1	2753	2574	40	3.47157
Solyc10g008330.3.1	689	510	3	1.31409
Solyc10g036640.2.1	240	61.0822	0	0
Solyc11g063580.2.1	291	112	0	0
Solyc01g111080.3.1	23222	23043	71.3364	0.691587
Solyc04g071540.3.1	3007	2828	17	1.3429
Solyc12g062470.2.1	485	306	0	0
Solyc06g050840.3.1	977	798	0	0
Solyc10g009530.3.1	1365	1186	1	0.188361
Solyc07g052480.3.1	3041	2862	6441	502.757
Solyc01g008410.2.1	2163	1984	0	0
Solyc11g072650.2.1	1699	1520	0	0
Solyc01g101080.2.1	666	487	0	0
Solyc06g011490.3.1	1249	1070	1124	234.67
Solyc09g020130.3.1	1655	1476	758.795	114.845
Solyc11g012600.2.1	1028	849	0	0
Solyc03g096645.1.1	4058	3879	142	8.17793
Solyc02g070420.2.1	1007	828	4	1.07921
Solyc01g090710.3.1	1946	1767	8	1.01141
Solyc05g013230.2.1	342	163	0	0
Solyc11g028080.2.1	685	506	32	14.1278
Solyc03g032030.3.1	1722	1543	14	2.02692
Solyc06g053950.2.1	645	466	5	2.39695
Solyc12g009050.2.1	2268	2089	4.92866	0.527066
Solyc09g015100.3.1	446	267	0	0
Solyc08g061740.2.1	261	82.002	0	0
Solyc07g008020.3.1	817	638	14	4.9021
Solyc07g005470.3.1	2223	2044	4	0.437173
Solyc12g042880.2.1	1074	895	0	0
Solyc07g066275.1.1	1327	1148	143.316	27.8887
Solyc01g017410.2.1	501	322	0	0
Solyc02g014490.3.1	2997	2818	8	0.634196
Solyc07g014585.1.1	1067	888	0	0
Solyc08g059780.2.1	1452	1273	0	0
Solyc02g080590.3.1	821	642	147	51.1513
Solyc01g066580.2.1	135	7.48819	0	0
Solyc02g089930.3.1	2658	2479	56	5.04645
Solyc04g081560.3.1	2712	2533	10	0.881941
Solyc12g010740.2.1	949	770	0	0
Solyc09g030420.3.1	357	178	0	0
Solyc09g056430.3.1	1825	1646	6	0.814322
Solyc07g009280.3.1	518	339	0	0
Solyc07g032670.2.1	1243	1064	0	0
Solyc04g018000.2.1	1215	1036	0	0
Solyc01g057490.3.1	442	263	0	0
Solyc04g006990.3.1	1321	1142	4	0.782471
Solyc04g009900.3.1	1390	1211	0	0
Solyc02g021063.1.1	1655	1476	15.9568	2.41509
Solyc04g072470.3.1	508	329	0	0
Solyc06g082020.3.1	489	310	8	5.76505
Solyc11g072800.2.1	4144	3965	0	0
Solyc08g080110.3.1	2880	2701	57	4.71438
Solyc08g074680.2.1	5534	5355	197	8.21829
Solyc00g005850.2.1	566	387	0	0
Solyc12g009745.1.1	2898	2719	2.5	0.205402
Solyc10g008210.3.1	4197	4018	30	1.66796
Solyc06g072480.1.1	516	337	9	5.96605
Solyc09g057715.1.1	519	340	0	0
Solyc05g015710.3.1	1126	947	456	107.57
Solyc12g097070.2.1	1320	1141	15	2.93684
Solyc12g019340.1.1	183	17.7996	0	0
Solyc05g006260.1.1	183	17.7996	0	0
Solyc01g067380.3.1	1781	1602	114	15.8971
Solyc12g042120.2.1	508	329	0	0
Solyc07g006800.1.1	1362	1183	0	0
Solyc09g009280.1.1	885	706	0	0
Solyc06g005070.2.1	2155	1976	22	2.4872
Solyc11g066760.2.1	2304	2125	37	3.88971
Solyc06g071540.3.1	3375	3196	5	0.349493
Solyc09g065150.1.1	150	9.35544	0	0
Solyc10g081230.2.1	1185	1006	12.1864	2.70615
Solyc01g106390.3.1	2020	1841	55	6.67396
Solyc09g007080.3.1	5868	5689	340.801	13.3826
Solyc11g066500.2.1	3576	3397	32	2.1044
Solyc01g102637.1.1	282	103	0	0
Solyc03g060510.3.1	1738	1559	47	6.73483
Solyc11g066460.1.1	651	472	9	4.25966
Solyc06g082800.3.1	1406	1227	156.522	28.4974
Solyc01g105290.3.1	1594	1415	63	9.94624
Solyc08g062965.1.1	528	349	0	0
Solyc03g058900.2.1	501	322	0	0
Solyc11g011542.1.1	477	298	0	0
Solyc03g007860.1.1	558	379	13	7.66265
Solyc06g048620.3.1	4542	4363	6	0.307214
Solyc03g006490.3.1	1155	976	3389	775.705
Solyc11g017373.1.1	738	559	0	0
Solyc09g060100.3.1	5908	5729	0	0
Solyc03g006950.2.1	2238	2059	0	0
Solyc03g114300.3.1	2676	2497	66	5.90473
Solyc02g011755.1.1	321	142	0	0
Solyc11g010105.1.1	741	562	17	6.75752
Solyc09g092080.3.1	862	683	77.8692	25.4695
Solyc05g055160.3.1	2243	2064	4690	507.619
Solyc06g053780.3.1	2021	1842	48	5.82138
Solyc07g055920.3.1	1156	977	3	0.685964
Solyc02g062040.3.1	1448	1269	10	1.76041
Solyc05g046390.3.1	754	575	251	97.517
Solyc09g042300.2.1	2512	2333	5.08729	0.487132
Solyc03g044600.2.1	1206	1027	7.13707	1.55247
Solyc11g067270.1.1	1293	1114	5	1.00267
Solyc09g083370.3.1	1089	910	38.2334	9.38589
Solyc09g018235.1.1	789	610	0	0
Solyc03g115845.1.1	300	121	0	0
Solyc07g065280.3.1	693	514	255	110.829
Solyc10g018885.1.1	357	178	7	8.78522
Solyc10g051050.2.1	2773	2594	6	0.516721
Solyc03g007680.3.1	1191	1012	121	26.7103
Solyc03g115800.1.1	1281	1102	0	0
Solyc05g005910.3.1	1815	1636	0	0
Solyc07g032300.1.1	213	36.0583	0	0
Solyc01g091860.3.1	3645	3466	31	1.99806
Solyc12g098660.2.1	1485	1306	15	2.5658
Solyc04g057890.3.1	4289	4110	282.697	15.3657
Solyc06g008960.3.1	4420	4241	73	3.84529
Solyc02g030520.1.1	69	3.93736	0	0
Solyc10g044967.1.1	720	541	0	0
Solyc07g026705.1.1	641	462	0	0
Solyc07g039384.1.1	453	274	0	0
Solyc08g005440.3.1	3192	3013	6	0.444863
Solyc01g005610.3.1	1068	889	0	0
Solyc04g050345.1.1	390	211	0	0
Solyc10g086290.2.1	1363	1184	0	0
Solyc12g035860.1.1	315	136	0	0
Solyc05g016473.1.1	3230	3051	0	0
Solyc02g088954.1.1	675	496	0	0
Solyc08g082330.3.1	484	305	2	1.46489
Solyc05g026050.3.1	1505	1326	196	33.0208
Solyc10g050630.1.1	315	136	0	0
Solyc07g039540.1.1	246	67.0317	0	0
Solyc01g096185.1.1	435	256	2	1.74528
Solyc07g021740.2.1	811	632	0	0
Solyc02g062375.1.1	3217	3038	246.273	18.1094
Solyc12g009620.2.1	1820	1641	131	17.8335
Solyc05g012170.2.1	783	604	0	0
Solyc01g103803.1.1	699	520	0	0
Solyc12g087900.2.1	1377	1198	0	0
Solyc09g090660.3.1	2092	1913	392.08	45.7861
Solyc02g081700.1.1	747	568	304	119.564
Solyc08g079580.1.1	447	268	0	0
Solyc04g057880.3.1	6172	5993	55.3035	2.0615
Solyc05g021090.3.1	1542	1363	0	0
Solyc06g082000.3.1	2271	2092	6	0.640714
Solyc11g045540.1.1	447	268	0	0
Solyc10g084360.1.1	165	12.1958	0	0
Solyc03g062745.1.1	441	262	0	0
Solyc04g050550.2.1	2358	2179	18	1.8454
Solyc05g024454.1.1	521	342	0	0
Solyc09g016957.1.1	339	160	0	0
Solyc09g060170.1.1	1035	856	0	0
Solyc05g055790.3.1	2662	2483	102	9.17694
Solyc01g096255.1.1	405	226	0	0
Solyc05g054170.3.1	4313	4134	88	4.7554
Solyc01g005730.3.1	3708	3529	8.85698	0.560671
Solyc10g018355.1.1	780	601	0	0
Solyc08g076830.1.1	1026	847	8	2.10999
Solyc10g045040.1.1	225	46.6066	0	0
Solyc03g081203.1.1	183	17.7996	0	0
Solyc02g085700.2.1	2892	2713	191	15.7274
Solyc12g008580.2.1	2991	2812	45	3.57497
Solyc08g014290.1.1	1188	1009	68	15.0554
Solyc01g102970.3.1	2799	2620	66	5.62752
Solyc08g044540.1.1	225	46.6066	0	0
Solyc06g060270.3.1	3396	3217	9	0.62498
Solyc06g072570.3.1	1211	1032	156	33.7691
Solyc01g109070.2.1	616	437	87	44.4746
Solyc05g041900.1.1	285	106	0	0
Solyc01g010050.3.1	1875	1696	843	111.039
Solyc08g061450.2.1	1512	1333	0	0
Solyc10g055740.2.1	1711	1532	13	1.89565
Solyc01g086900.3.1	3177	2998	51	3.80026
Solyc11g007120.2.1	1251	1072	33	6.87692
Solyc01g104448.1.1	516	337	0	0
Solyc01g060410.3.1	279	100	0	0
Solyc02g080470.3.1	3187	3008	110	8.16939
Solyc08g045760.1.1	261	82.002	0	0
Solyc11g008720.2.1	2785	2606	49	4.20045
Solyc05g051840.1.1	1134	955	25	5.84805
Solyc02g084550.3.1	1100	921	168.138	40.7832
Solyc04g017965.1.1	300	121	0	0
Solyc07g045250.1.1	213	36.0583	10	61.954
Solyc02g092420.3.1	2392	2213	29	2.92746
Solyc10g055650.2.1	3037	2858	272	21.2609
Solyc07g007290.1.1	1572	1393	0	0
Solyc06g068930.2.1	1137	958	9	2.09871
Solyc05g009050.3.1	4077	3898	40	2.29241
Solyc04g054730.3.1	2506	2327	38	3.64806
Solyc03g034201.1.1	498	319	0	0
Solyc06g007165.1.1	2062	1883	0	0
Solyc03g013630.3.1	2749	2570	41	3.5639
Solyc03g112200.1.1	756	577	44	17.0354
Solyc02g083630.3.1	2225	2046	59.3426	6.47941
Solyc02g092810.3.1	868	689	0	0
Solyc10g082060.1.1	759	580	0	0
Solyc01g087570.2.1	548	369	34	20.5839
Solyc09g063140.3.1	2272	2093	76.3608	8.15034
Solyc01g060210.3.1	456	277	5	4.03241
Solyc02g069515.1.1	1210	1031	7	1.51675
Solyc02g070210.3.1	1637	1458	67	10.2658
Solyc09g008950.1.1	828	649	0	0
Solyc03g116390.3.1	617	438	1	0.510036
Solyc06g071340.1.1	96	4.87155	0	0
Solyc11g017470.2.1	1385	1206	1004	185.978
Solyc02g030630.1.1	921	742	0	0
Solyc08g083175.1.1	396	217	0	0
Solyc08g048250.3.1	1857	1678	52	6.92287
Solyc12g032937.1.1	345	166	0	0
Solyc09g009190.3.1	2730	2551	46	4.0283
Solyc12g006870.2.1	1232	1053	254	53.8865
Solyc07g008350.3.1	1670	1491	202	30.2655
Solyc08g068640.3.1	5247	5068	30.9555	1.36451
Solyc02g021520.1.1	279	100	0	0
Solyc09g007250.3.1	1648	1469	1280.75	194.768
Solyc12g087870.2.1	1737	1558	51	7.31269
Solyc03g058213.1.1	309	130	0	0
Solyc02g079280.3.1	1274	1095	2	0.408029
Solyc08g008630.3.1	1303	1124	192	38.1601
Solyc06g005310.3.1	1358	1179	0	0
Solyc12g049120.2.1	1332	1153	0	0
Solyc09g072940.2.1	858	679	0	0
Solyc08g075540.3.1	2634	2455	87	7.91667
Solyc09g091510.3.1	1452	1273	35	6.14206
Solyc04g016177.1.1	1251	1072	67	13.9622
Solyc03g120050.3.1	1594	1415	20	3.15754
Solyc05g018453.1.1	867	688	0	0
Solyc07g065320.3.1	4946	4767	36	1.68707
Solyc05g013560.3.1	448	269	18	14.9484
Solyc01g108380.2.1	1059	880	0	0
Solyc06g035943.1.1	780	601	0	0
Solyc08g006251.1.1	678	499	0	0
Solyc05g025810.3.1	1306	1127	27	5.35198
Solyc03g115350.2.1	507	328	0	0
Solyc12g011190.2.1	1418	1239	69	12.4409
Solyc11g071423.1.1	2259	2080	18.4661	1.98329
Solyc10g045555.1.1	393	214	0	0
Solyc08g080585.1.1	714	535	35.0502	14.6356
Solyc02g005115.1.1	550	371	5.94776	3.58141
Solyc02g086660.3.1	3546	3367	85.2049	5.65322
Solyc04g070987.1.1	535	356	25.3739	15.9225
Solyc03g096193.1.1	399	220	0	0
Solyc10g074520.2.1	1668	1489	3	0.450092
Solyc02g065360.3.1	2862	2683	50	4.16317
Solyc01g020570.2.1	1065	886	0	0
Solyc02g076790.3.1	1037	858	97	25.2557
Solyc03g080115.1.1	945	766	0	0
Solyc03g005470.3.1	839	660	831	281.275
Solyc05g047540.3.1	4664	4485	82.9508	4.13174
Solyc11g020471.1.1	882	703	0	0
Solyc05g005770.3.1	1621	1442	30	4.64762
Solyc03g044420.2.1	1271	1092	0	0
Solyc06g072135.1.1	1409	1230	18	3.2692
Solyc04g054760.3.1	876	697	2	0.64102
Solyc05g014177.1.1	448	269	0	0
Solyc03g111705.1.1	792	613	0	0
Solyc07g015850.1.1	507	328	0	0
Solyc03g063290.3.1	850	671	22	7.32445
Solyc09g020190.3.1	2061	1882	154	18.28
Solyc11g008340.2.1	3580	3401	204	13.3998
Solyc12g019777.1.1	477	298	0	0
Solyc09g082740.1.1	288	109	0	0
Solyc03g051820.1.1	411	232	0	0
Solyc01g108820.1.1	768	589	0	0
Solyc09g008917.1.1	192	21.9418	0	0
Solyc11g072320.2.1	4765	4586	332.946	16.2186
Solyc03g112770.3.1	871	692	229	73.9272
Solyc04g054430.2.1	1054	875	101	25.7862
Solyc10g052660.2.1	600	421	558.635	296.429
Solyc04g083160.2.1	2894	2715	4	0.329128
Solyc02g088510.3.1	1452	1273	10	1.75488
Solyc02g086920.2.1	2778	2599	0	0
Solyc04g039830.2.1	636	457	0	0
Solyc08g062387.1.1	405	226	0	0
Solyc03g117720.3.1	1465	1286	2	0.347427
Solyc04g074165.1.1	420	241	0	0
Solyc07g063080.3.1	2851	2672	23	1.92294
Solyc11g062195.1.1	489	310	0	0
Solyc07g062020.2.1	849	670	0	0
Solyc04g050823.1.1	585	406	0	0
Solyc01g108080.3.1	384	205	0	0
Solyc08g066460.2.1	935	756	0	0
Solyc08g006000.3.1	1005	826	348	94.1182
Solyc03g007825.1.1	885	706	0	0
Solyc03g031655.1.1	882	703	0	0
Solyc09g066400.2.1	1555	1376	30	4.87054
Solyc01g091800.3.1	1494	1315	44	7.47483
Solyc06g054690.3.1	2403	2224	114	11.451
Solyc12g056673.1.1	810	631	0	0
Solyc09g065250.2.1	962	783	0	0
Solyc04g049485.1.1	625	446	0	0
Solyc09g084460.3.1	645	466	53.8483	25.8143
Solyc02g067925.1.1	7689	7510	82.0308	2.44012
Solyc12g006750.1.1	252	73.0112	2.45448	7.51009
Solyc03g122240.3.1	3244	3065	87	6.34108
Solyc01g109550.2.1	978	799	16	4.4735
Solyc06g007920.2.1	490	311	0	0
Solyc01g109780.3.1	2980	2801	36.8282	2.93726
Solyc06g008460.2.1	390	211	2.54704	2.69667
Solyc06g011460.1.1	600	421	0	0
Solyc01g081630.3.1	2503	2324	0	0
Solyc09g011040.1.1	1290	1111	9	1.80969
Solyc01g080080.3.1	1806	1627	167	22.93
Solyc10g081420.2.1	6066	5887	21.7705	0.826131
Solyc06g005780.1.1	357	178	5	6.27516
Solyc01g094080.3.1	2132	1953	69.2924	7.92607
Solyc06g069570.3.1	1494	1315	323.115	54.8917
Solyc01g104590.3.1	2202	2023	3219	355.467
Solyc02g067510.3.1	922	743	0	0
Solyc12g062920.2.1	195	23.5677	0	0
Solyc12g007050.1.1	198	25.324	5	44.1075
Solyc03g026413.1.1	183	17.7996	0	0
Solyc09g064220.2.1	438	259	0	0
Solyc12g038970.2.1	2016	1837	73	8.87745
Solyc07g032745.1.1	1125	946	2	0.472295
Solyc02g078430.3.1	795	616	0	0
Solyc10g054040.2.1	1864	1685	0	0
Solyc03g121770.2.1	2064	1885	0	0
Solyc09g072870.3.1	1463	1284	1203.44	209.38
Solyc03g063690.1.1	1791	1612	2	0.277166
Solyc11g067200.2.1	4337	4158	70	3.76087
Solyc09g055900.3.1	1694	1515	4	0.589823
Solyc01g105230.3.1	7135	6956	155.033	4.97897
Solyc03g120475.1.1	919	740	1210	365.282
Solyc08g007950.3.1	3366	3187	94	6.58901
Solyc06g050185.1.1	204	29.2345	0	0
Solyc04g016060.1.1	846	667	0	0
Solyc02g062170.3.1	1014	835	14.3114	3.82885
Solyc08g076500.3.1	207	31.3862	0	0
Solyc08g066190.2.1	2450	2271	1.01889	0.100227
Solyc09g007320.3.1	2220	2041	0	0
Solyc05g012550.3.1	1211	1032	0	0
Solyc06g073033.1.1	438	259	0	0
Solyc02g090135.1.1	2374	2195	0	0
Solyc06g051060.3.1	1647	1468	3	0.456531
Solyc03g007500.3.1	2046	1867	70.8476	8.47726
Solyc07g042093.1.1	654	475	0	0
Solyc06g076130.3.1	5236	5057	66	2.91558
Solyc06g076910.2.1	6763	6584	71	2.40904
Solyc12g013870.2.1	1226	1047	41	8.74806
Solyc02g081570.3.1	2085	1906	0	0
Solyc07g005740.1.1	1431	1252	10	1.78431
Solyc02g086850.2.1	2888	2709	0	0
Solyc11g011130.2.1	1870	1691	525	69.357
Solyc03g118660.3.1	1672	1493	103	15.4118
Solyc05g009890.1.1	1362	1183	31	5.85398
Solyc02g030220.1.1	1017	838	0	0
Solyc02g069547.1.1	744	565	0	0
Solyc09g008940.3.1	1682	1503	53	7.87756
Solyc05g006323.1.1	1341	1162	95	18.2638
Solyc01g100590.3.1	1474	1295	304	52.4419
Solyc11g068810.2.1	709	530	80	33.7201
Solyc10g047480.1.1	1443	1264	0	0
Solyc01g086970.3.1	585	406	229.477	126.266
Solyc02g069730.3.1	1243	1064	0	0
Solyc09g055235.1.1	561	382	0	0
Solyc07g025120.1.1	234	55.1953	0	0
Solyc09g097865.1.1	3472	3293	17	1.15327
Solyc06g073100.3.1	1203	1024	5	1.0908
Solyc10g080045.1.1	1790	1611	21	2.91205
Solyc06g060970.2.1	6163	5984	2.5782	0.0962497
Solyc06g066470.3.1	240	61.0822	0	0
Solyc03g025340.1.1	1050	871	541	138.757
Solyc02g091570.1.1	1125	946	0	0
Solyc03g118120.3.1	830	651	51	17.501
Solyc12g013480.2.1	197	24.7239	0	0
Solyc02g068620.1.1	375	196	0	0
Solyc03g082975.1.1	456	277	0	0
Solyc12g089293.1.1	768	589	0	0
Solyc12g096130.2.1	84	4.40283	0	0
Solyc01g080530.3.1	1352	1173	76	14.4741
Solyc05g014980.3.1	1193	1014	313	68.9574
Solyc04g024340.3.1	972	793	27	7.60616
Solyc03g081290.1.1	297	118	0	0
Solyc02g069230.3.1	4256	4077	96	5.26024
Solyc12g099420.2.1	2427	2248	15	1.49063
Solyc02g030185.1.1	1050	871	0	0
Solyc11g012840.2.1	1311	1132	172.416	34.0257
Solyc09g098470.2.1	2529	2350	0	0
Solyc08g006290.2.1	798	619	0	0
Solyc03g005730.3.1	1807	1628	811	111.286
Solyc02g083130.3.1	1482	1303	65	11.1441
Solyc03g025860.3.1	1991	1812	0	0
Solyc04g005030.3.1	2062	1883	109	12.9316
Solyc01g073940.3.1	2300	2121	9	0.94793
Solyc08g062700.3.1	2066	1887	130	15.3903
Solyc06g084170.3.1	406	227	1.6102	1.58464
Solyc11g050810.1.1	720	541	0	0
Solyc03g083385.1.1	372	193	0	0
Solyc09g066495.1.1	479	300	225.31	167.777
Solyc06g008150.3.1	2569	2390	34	3.17801
Solyc09g075560.1.1	1104	925	55	13.283
Solyc01g103945.1.1	303	124	15	27.0237
Solyc05g053715.1.1	243	64.0516	0.662269	2.30983
Solyc01g067360.3.1	1402	1223	352	64.297
Solyc08g041660.1.1	192	21.9418	0	0
Solyc07g065970.2.1	828	649	238	81.9232
Solyc06g072550.3.1	925	746	16	4.79133
Solyc12g015750.1.1	468	289	0	0
Solyc06g043034.1.1	1068	889	0	0
Solyc01g109710.3.1	1132	953	278	65.1668
Solyc04g081165.1.1	215	37.7159	0	0
Solyc07g041440.2.1	333	154	0	0
Solyc10g078350.2.1	3533	3354	4.26175	0.283857
