target_id	length	eff_length	est_counts	tpm
Solyc02g062260.2.1	226	47.5399	0	0
Solyc11g006650.2.1	2753	2574	91	2.27733
Solyc10g008330.3.1	689	510	0	0
Solyc10g036640.2.1	240	61.0822	0	0
Solyc11g063580.2.1	291	112	2	1.15028
Solyc01g111080.3.1	23222	23043	399.346	1.11636
Solyc04g071540.3.1	3007	2828	100	2.27779
Solyc12g062470.2.1	485	306	1	0.210509
Solyc06g050840.3.1	977	798	1	0.0807216
Solyc10g009530.3.1	1365	1186	9.36256	0.508514
Solyc07g052480.3.1	3041	2862	32320	727.436
Solyc01g008410.2.1	2163	1984	5.35071	0.173725
Solyc11g072650.2.1	1699	1520	0	0
Solyc01g101080.2.1	666	487	6.583	0.870739
Solyc06g011490.3.1	1249	1070	4289	258.205
Solyc09g020130.3.1	1655	1476	2357.01	102.865
Solyc11g012600.2.1	1028	849	11.7409	0.890812
Solyc03g096645.1.1	4058	3879	407.207	6.7622
Solyc02g070420.2.1	1007	828	2	0.155594
Solyc01g090710.3.1	1946	1767	6	0.21873
Solyc05g013230.2.1	342	163	0	0
Solyc11g028080.2.1	685	506	68	8.65668
Solyc03g032030.3.1	1722	1543	26	1.08543
Solyc06g053950.2.1	645	466	337	46.584
Solyc12g009050.2.1	2268	2089	51.3427	1.58319
Solyc09g015100.3.1	446	267	0	0
Solyc08g061740.2.1	261	82.002	0	0
Solyc07g008020.3.1	817	638	39	3.93765
Solyc07g005470.3.1	2223	2044	52	1.63876
Solyc12g042880.2.1	1074	895	13	0.93565
Solyc07g066275.1.1	1327	1148	561.682	31.5168
Solyc01g017410.2.1	501	322	2	0.400099
Solyc02g014490.3.1	2997	2818	4	0.0914349
Solyc07g014585.1.1	1067	888	0	0
Solyc08g059780.2.1	1452	1273	5	0.253008
Solyc02g080590.3.1	821	642	306	30.7029
Solyc01g066580.2.1	135	7.48819	0	0
Solyc02g089930.3.1	2658	2479	379	9.84817
Solyc04g081560.3.1	2712	2533	55	1.39869
Solyc12g010740.2.1	949	770	114	9.5369
Solyc09g030420.3.1	357	178	0	0
Solyc09g056430.3.1	1825	1646	95	3.71781
Solyc07g009280.3.1	518	339	3.885	0.738217
Solyc07g032670.2.1	1243	1064	0	0
Solyc04g018000.2.1	1215	1036	0	0
Solyc01g057490.3.1	442	263	2	0.489855
Solyc04g006990.3.1	1321	1142	64	3.61
Solyc04g009900.3.1	1390	1211	133.843	7.11943
Solyc02g021063.1.1	1655	1476	59.8378	2.61145
Solyc04g072470.3.1	508	329	0	0
Solyc06g082020.3.1	489	310	21	4.36366
Solyc11g072800.2.1	4144	3965	13	0.2112
Solyc08g080110.3.1	2880	2701	553	13.1884
Solyc08g074680.2.1	5534	5355	871	10.4774
Solyc00g005850.2.1	566	387	0	0
Solyc12g009745.1.1	2898	2719	5.9762	0.141582
Solyc10g008210.3.1	4197	4018	69	1.1062
Solyc06g072480.1.1	516	337	1	0.191145
Solyc09g057715.1.1	519	340	0	0
Solyc05g015710.3.1	1126	947	1910	129.92
Solyc12g097070.2.1	1320	1141	24	1.35494
Solyc12g019340.1.1	183	17.7996	0	0
Solyc05g006260.1.1	183	17.7996	0	0
Solyc01g067380.3.1	1781	1602	694	27.9055
Solyc12g042120.2.1	508	329	20	3.91586
Solyc07g006800.1.1	1362	1183	48.2671	2.62821
Solyc09g009280.1.1	885	706	3	0.273722
Solyc06g005070.2.1	2155	1976	144	4.69427
Solyc11g066760.2.1	2304	2125	273.74	8.29799
Solyc06g071540.3.1	3375	3196	44	0.886827
Solyc09g065150.1.1	150	9.35544	0	0
Solyc10g081230.2.1	1185	1006	0	0
Solyc01g106390.3.1	2020	1841	326	11.4066
Solyc09g007080.3.1	5868	5689	1968.81	22.2926
Solyc11g066500.2.1	3576	3397	402	7.62296
Solyc01g102637.1.1	282	103	0	0
Solyc03g060510.3.1	1738	1559	130	5.37143
Solyc11g066460.1.1	651	472	33	4.50365
Solyc06g082800.3.1	1406	1227	604.139	31.7165
Solyc01g105290.3.1	1594	1415	298	13.566
Solyc08g062965.1.1	528	349	0	0
Solyc03g058900.2.1	501	322	0	0
Solyc11g011542.1.1	477	298	11	2.37777
Solyc03g007860.1.1	558	379	30	5.09888
Solyc06g048620.3.1	4542	4363	51	0.75297
Solyc03g006490.3.1	1155	976	18680	1232.88
Solyc11g017373.1.1	738	559	0	0
Solyc09g060100.3.1	5908	5729	122.363	1.37583
Solyc03g006950.2.1	2238	2059	0	0
Solyc03g114300.3.1	2676	2497	234	6.03657
Solyc02g011755.1.1	321	142	0	0
Solyc11g010105.1.1	741	562	50	5.73095
Solyc09g092080.3.1	862	683	461.568	43.532
Solyc05g055160.3.1	2243	2064	12009.6	374.81
Solyc06g053780.3.1	2021	1842	242	8.46289
Solyc07g055920.3.1	1156	977	39.7727	2.62231
Solyc02g062040.3.1	1448	1269	33.0738	1.67887
Solyc05g046390.3.1	754	575	799	89.5101
Solyc09g042300.2.1	2512	2333	3.11199	0.0859245
Solyc03g044600.2.1	1206	1027	9.06337	0.568476
Solyc11g067270.1.1	1293	1114	13	0.751711
Solyc09g083370.3.1	1089	910	141.726	10.0323
Solyc09g018235.1.1	789	610	0	0
Solyc03g115845.1.1	300	121	0	0
Solyc07g065280.3.1	693	514	799	100.133
Solyc10g018885.1.1	357	178	50	18.0943
Solyc10g051050.2.1	2773	2594	80.4132	1.99687
Solyc03g007680.3.1	1191	1012	279	17.7589
Solyc03g115800.1.1	1281	1102	5	0.292268
Solyc05g005910.3.1	1815	1636	1.06831	0.0420637
Solyc07g032300.1.1	213	36.0583	0	0
Solyc01g091860.3.1	3645	3466	166.209	3.089
Solyc12g098660.2.1	1485	1306	63	3.10735
Solyc04g057890.3.1	4289	4110	1222.95	19.1673
Solyc06g008960.3.1	4420	4241	313	4.75411
Solyc02g030520.1.1	69	3.93736	0	0
Solyc10g044967.1.1	720	541	5	0.595341
Solyc07g026705.1.1	641	462	1	0.139428
Solyc07g039384.1.1	453	274	0	0
Solyc08g005440.3.1	3192	3013	35	0.748276
Solyc01g005610.3.1	1068	889	0	0
Solyc04g050345.1.1	390	211	0	0
Solyc10g086290.2.1	1363	1184	0	0
Solyc12g035860.1.1	315	136	0	0
Solyc05g016473.1.1	3230	3051	0	0
Solyc02g088954.1.1	675	496	0	0
Solyc08g082330.3.1	484	305	14	2.95679
Solyc05g026050.3.1	1505	1326	634	30.7991
Solyc10g050630.1.1	315	136	0	0
Solyc07g039540.1.1	246	67.0317	0	0
Solyc01g096185.1.1	435	256	35	8.80686
Solyc07g021740.2.1	811	632	0	0
Solyc02g062375.1.1	3217	3038	2205.07	46.755
Solyc12g009620.2.1	1820	1641	466	18.2924
Solyc05g012170.2.1	783	604	0	0
Solyc01g103803.1.1	699	520	0	0
Solyc12g087900.2.1	1377	1198	0	0
Solyc09g090660.3.1	2092	1913	1790.75	60.2993
Solyc02g081700.1.1	747	568	1305	147.998
Solyc08g079580.1.1	447	268	0	0
Solyc04g057880.3.1	6172	5993	500.048	5.37477
Solyc05g021090.3.1	1542	1363	24.2572	1.1464
Solyc06g082000.3.1	2271	2092	269	8.28292
Solyc11g045540.1.1	447	268	0	0
Solyc10g084360.1.1	165	12.1958	0	0
Solyc03g062745.1.1	441	262	6.60403	1.62368
Solyc04g050550.2.1	2358	2179	79	2.33541
Solyc05g024454.1.1	521	342	0	0
Solyc09g016957.1.1	339	160	0	0
Solyc09g060170.1.1	1035	856	0	0
Solyc05g055790.3.1	2662	2483	566.035	14.6845
Solyc01g096255.1.1	405	226	0	0
Solyc05g054170.3.1	4313	4134	748.453	11.6624
Solyc01g005730.3.1	3708	3529	142.316	2.59774
Solyc10g018355.1.1	780	601	0	0
Solyc08g076830.1.1	1026	847	14	1.06473
Solyc10g045040.1.1	225	46.6066	0	0
Solyc03g081203.1.1	183	17.7996	0	0
Solyc02g085700.2.1	2892	2713	388	9.21244
Solyc12g008580.2.1	2991	2812	107	2.4511
Solyc08g014290.1.1	1188	1009	122	7.78864
Solyc01g102970.3.1	2799	2620	317	7.79383
Solyc08g044540.1.1	225	46.6066	0	0
Solyc06g060270.3.1	3396	3217	25	0.50059
Solyc06g072570.3.1	1211	1032	656	40.9465
Solyc01g109070.2.1	616	437	392	57.7827
Solyc05g041900.1.1	285	106	1	0.607697
Solyc01g010050.3.1	1875	1696	5830.37	221.444
Solyc08g061450.2.1	1512	1333	12	0.579888
Solyc10g055740.2.1	1711	1532	560	23.5463
Solyc01g086900.3.1	3177	2998	192	4.12537
Solyc11g007120.2.1	1251	1072	165	9.91476
Solyc01g104448.1.1	516	337	1	0.191145
Solyc01g060410.3.1	279	100	0	0
Solyc02g080470.3.1	3187	3008	381	8.15906
Solyc08g045760.1.1	261	82.002	0	0
Solyc11g008720.2.1	2785	2606	1248	30.8484
Solyc05g051840.1.1	1134	955	185	12.4785
Solyc02g084550.3.1	1100	921	730.555	51.0959
Solyc04g017965.1.1	300	121	0	0
Solyc07g045250.1.1	213	36.0583	13	23.2237
Solyc02g092420.3.1	2392	2213	93	2.70704
Solyc10g055650.2.1	3037	2858	930	20.9611
Solyc07g007290.1.1	1572	1393	0	0
Solyc06g068930.2.1	1137	958	18	1.21032
Solyc05g009050.3.1	4077	3898	90.3242	1.49264
Solyc04g054730.3.1	2506	2327	44	1.21801
Solyc03g034201.1.1	498	319	0	0
Solyc06g007165.1.1	2062	1883	19	0.649974
Solyc03g013630.3.1	2749	2570	63.2966	1.5865
Solyc03g112200.1.1	756	577	44	4.91213
Solyc02g083630.3.1	2225	2046	65.6447	2.06675
Solyc02g092810.3.1	868	689	29	2.71126
Solyc10g082060.1.1	759	580	35.9098	3.98821
Solyc01g087570.2.1	548	369	181	31.5969
Solyc09g063140.3.1	2272	2093	195.754	6.0247
Solyc01g060210.3.1	456	277	12	2.79058
Solyc02g069515.1.1	1210	1031	55	3.43635
Solyc02g070210.3.1	1637	1458	283	12.5032
Solyc09g008950.1.1	828	649	0	0
Solyc03g116390.3.1	617	438	1575	231.632
Solyc06g071340.1.1	96	4.87155	0	0
Solyc11g017470.2.1	1385	1206	11423	610.135
Solyc02g030630.1.1	921	742	0	0
Solyc08g083175.1.1	396	217	4.54039	1.3478
Solyc08g048250.3.1	1857	1678	147	5.64311
Solyc12g032937.1.1	345	166	0	0
Solyc09g009190.3.1	2730	2551	142	3.58567
Solyc12g006870.2.1	1232	1053	854	52.2423
Solyc07g008350.3.1	1670	1491	533	23.0273
Solyc08g068640.3.1	5247	5068	354.76	4.50911
Solyc02g021520.1.1	279	100	0	0
Solyc09g007250.3.1	1648	1469	3868.08	169.616
Solyc12g087870.2.1	1737	1558	324	13.3959
Solyc03g058213.1.1	309	130	5	2.47753
Solyc02g079280.3.1	1274	1095	159	9.35354
Solyc08g008630.3.1	1303	1124	823	47.1657
Solyc06g005310.3.1	1358	1179	7.3731	0.402837
Solyc12g049120.2.1	1332	1153	0	0
Solyc09g072940.2.1	858	679	0	0
Solyc08g075540.3.1	2634	2455	2660	69.7948
Solyc09g091510.3.1	1452	1273	121	6.1228
Solyc04g016177.1.1	1251	1072	110.599	6.64582
Solyc03g120050.3.1	1594	1415	211.933	9.64795
Solyc05g018453.1.1	867	688	0	0
Solyc07g065320.3.1	4946	4767	2110	28.5122
Solyc05g013560.3.1	448	269	116	27.7778
Solyc01g108380.2.1	1059	880	0	0
Solyc06g035943.1.1	780	601	2	0.214362
Solyc08g006251.1.1	678	499	0	0
Solyc05g025810.3.1	1306	1127	146	8.34491
Solyc03g115350.2.1	507	328	0	0
Solyc12g011190.2.1	1418	1239	166	8.63038
Solyc11g071423.1.1	2259	2080	90.0863	2.7899
Solyc10g045555.1.1	393	214	0	0
Solyc08g080585.1.1	714	535	132.416	15.9434
Solyc02g005115.1.1	550	371	5.56131	0.965598
Solyc02g086660.3.1	3546	3367	306.038	5.85498
Solyc04g070987.1.1	535	356	180.665	32.6902
Solyc03g096193.1.1	399	220	0	0
Solyc10g074520.2.1	1668	1489	8	0.346089
Solyc02g065360.3.1	2862	2683	620	14.8855
Solyc01g020570.2.1	1065	886	3.75303	0.272861
Solyc02g076790.3.1	1037	858	364	27.3279
Solyc03g080115.1.1	945	766	0	0
Solyc03g005470.3.1	839	660	3635	354.775
Solyc05g047540.3.1	4664	4485	439.775	6.31628
Solyc11g020471.1.1	882	703	0	0
Solyc05g005770.3.1	1621	1442	145	6.47732
Solyc03g044420.2.1	1271	1092	7	0.412922
Solyc06g072135.1.1	1409	1230	40	2.09483
Solyc04g054760.3.1	876	697	25	2.31047
Solyc05g014177.1.1	448	269	1	0.239464
Solyc03g111705.1.1	792	613	0	0
Solyc07g015850.1.1	507	328	0	0
Solyc03g063290.3.1	850	671	193.884	18.6128
Solyc09g020190.3.1	2061	1882	620	21.221
Solyc11g008340.2.1	3580	3401	947	17.9364
Solyc12g019777.1.1	477	298	0	0
Solyc09g082740.1.1	288	109	0	0
Solyc03g051820.1.1	411	232	0	0
Solyc01g108820.1.1	768	589	0	0
Solyc09g008917.1.1	192	21.9418	0	0
Solyc11g072320.2.1	4765	4586	1917.77	26.9374
Solyc03g112770.3.1	871	692	732	68.1393
Solyc04g054430.2.1	1054	875	338	24.8829
Solyc10g052660.2.1	600	421	1770.33	270.872
Solyc04g083160.2.1	2894	2715	27	0.6406
Solyc02g088510.3.1	1452	1273	20.8732	1.05622
Solyc02g086920.2.1	2778	2599	7	0.173494
Solyc04g039830.2.1	636	457	3.82881	0.539686
Solyc08g062387.1.1	405	226	0	0
Solyc03g117720.3.1	1465	1286	13	0.651171
Solyc04g074165.1.1	420	241	18	4.81114
Solyc07g063080.3.1	2851	2672	57	1.37414
Solyc11g062195.1.1	489	310	0	0
Solyc07g062020.2.1	849	670	0	0
Solyc04g050823.1.1	585	406	0	0
Solyc01g108080.3.1	384	205	11.7364	3.68785
Solyc08g066460.2.1	935	756	0	0
Solyc08g006000.3.1	1005	826	1545	120.487
Solyc03g007825.1.1	885	706	45.4848	4.15006
Solyc03g031655.1.1	882	703	0	0
Solyc09g066400.2.1	1555	1376	622	29.1182
Solyc01g091800.3.1	1494	1315	152	7.44579
Solyc06g054690.3.1	2403	2224	664	19.2321
Solyc12g056673.1.1	810	631	1.22765	0.125325
Solyc09g065250.2.1	962	783	0	0
Solyc04g049485.1.1	625	446	0	0
Solyc09g084460.3.1	645	466	346.497	47.8969
Solyc02g067925.1.1	7689	7510	514.938	4.4168
Solyc12g006750.1.1	252	73.0112	21.57	19.0306
Solyc03g122240.3.1	3244	3065	324	6.80938
Solyc01g109550.2.1	978	799	58	4.676
Solyc06g007920.2.1	490	311	0	0
Solyc01g109780.3.1	2980	2801	541.008	12.4418
Solyc06g008460.2.1	390	211	2.41341	0.736788
Solyc06g011460.1.1	600	421	0	0
Solyc01g081630.3.1	2503	2324	6	0.166306
Solyc09g011040.1.1	1290	1111	0	0
Solyc01g080080.3.1	1806	1627	538	21.3004
Solyc10g081420.2.1	6066	5887	75.6505	0.827772
Solyc06g005780.1.1	357	178	22	7.96151
Solyc01g094080.3.1	2132	1953	159.129	5.24856
Solyc06g069570.3.1	1494	1315	1596.83	78.2217
Solyc01g104590.3.1	2202	2023	9895	315.074
Solyc02g067510.3.1	922	743	1	0.086697
Solyc12g062920.2.1	195	23.5677	0	0
Solyc12g007050.1.1	198	25.324	14	35.6114
Solyc03g026413.1.1	183	17.7996	0	0
Solyc09g064220.2.1	438	259	0	0
Solyc12g038970.2.1	2016	1837	168	5.89105
Solyc07g032745.1.1	1125	946	0	0
Solyc02g078430.3.1	795	616	0	0
Solyc10g054040.2.1	1864	1685	4	0.152916
Solyc03g121770.2.1	2064	1885	6	0.205037
Solyc09g072870.3.1	1463	1284	3244.15	162.753
Solyc03g063690.1.1	1791	1612	23	0.919085
Solyc11g067200.2.1	4337	4158	227	3.51669
Solyc09g055900.3.1	1694	1515	39	1.65823
Solyc01g105230.3.1	7135	6956	1543.99	14.2981
Solyc03g120475.1.1	919	740	1963	170.876
Solyc08g007950.3.1	3366	3187	389	7.8625
Solyc06g050185.1.1	204	29.2345	0	0
Solyc04g016060.1.1	846	667	40	3.86302
Solyc02g062170.3.1	1014	835	1.26622	0.0976822
Solyc08g076500.3.1	207	31.3862	0	0
Solyc08g066190.2.1	2450	2271	0	0
Solyc09g007320.3.1	2220	2041	28.8113	0.909311
Solyc05g012550.3.1	1211	1032	6.1101	0.381383
Solyc06g073033.1.1	438	259	0	0
Solyc02g090135.1.1	2374	2195	44	1.29125
Solyc06g051060.3.1	1647	1468	56	2.45728
Solyc03g007500.3.1	2046	1867	243.016	8.38461
Solyc07g042093.1.1	654	475	5.26809	0.714418
Solyc06g076130.3.1	5236	5057	315	4.01246
Solyc06g076910.2.1	6763	6584	379	3.70802
Solyc12g013870.2.1	1226	1047	203	12.4894
Solyc02g081570.3.1	2085	1906	0	0
Solyc07g005740.1.1	1431	1252	32	1.64641
Solyc02g086850.2.1	2888	2709	1	0.0237785
Solyc11g011130.2.1	1870	1691	2386	90.8908
Solyc03g118660.3.1	1672	1493	460	19.8468
Solyc05g009890.1.1	1362	1183	102	5.55403
Solyc02g030220.1.1	1017	838	3.3276	0.255788
Solyc02g069547.1.1	744	565	0.425087	0.0484644
Solyc09g008940.3.1	1682	1503	230	9.85739
Solyc05g006323.1.1	1341	1162	421	23.3383
Solyc01g100590.3.1	1474	1295	995	49.4933
Solyc11g068810.2.1	709	530	385	46.7927
Solyc10g047480.1.1	1443	1264	0	0
Solyc01g086970.3.1	585	406	2043	324.142
Solyc02g069730.3.1	1243	1064	19.0108	1.15094
Solyc09g055235.1.1	561	382	5	0.84314
Solyc07g025120.1.1	234	55.1953	0	0
Solyc09g097865.1.1	3472	3293	48	0.93895
Solyc06g073100.3.1	1203	1024	17	1.0694
Solyc10g080045.1.1	1790	1611	132	5.27802
Solyc06g060970.2.1	6163	5984	103.968	1.11919
Solyc06g066470.3.1	240	61.0822	31	32.6919
Solyc03g025340.1.1	1050	871	2291	169.434
Solyc02g091570.1.1	1125	946	0	0
Solyc03g118120.3.1	830	651	217	21.472
Solyc12g013480.2.1	197	24.7239	0	0
Solyc02g068620.1.1	375	196	0	0
Solyc03g082975.1.1	456	277	10.3338	2.40311
Solyc12g089293.1.1	768	589	0	0
Solyc12g096130.2.1	84	4.40283	0	0
Solyc01g080530.3.1	1352	1173	186	10.2143
Solyc05g014980.3.1	1193	1014	1761	111.87
Solyc04g024340.3.1	972	793	154	12.5095
Solyc03g081290.1.1	297	118	0	0
Solyc02g069230.3.1	4256	4077	649	10.2541
Solyc12g099420.2.1	2427	2248	300	8.59642
Solyc02g030185.1.1	1050	871	2.52976	0.187092
Solyc11g012840.2.1	1311	1132	647.141	36.8252
Solyc09g098470.2.1	2529	2350	0	0
Solyc08g006290.2.1	798	619	0	0
Solyc03g005730.3.1	1807	1628	3814	150.91
Solyc02g083130.3.1	1482	1303	2008	99.2687
Solyc03g025860.3.1	1991	1812	0	0
Solyc04g005030.3.1	2062	1883	592	20.2518
Solyc01g073940.3.1	2300	2121	60	1.82223
Solyc08g062700.3.1	2066	1887	683	23.3153
