target_id	length	eff_length	est_counts	tpm
Solyc02g086660.3.1	3546	3367	131.885	4.18736
Solyc04g070987.1.1	535	356	58.3258	17.5146
Solyc03g096193.1.1	399	220	0	0
Solyc10g074520.2.1	1668	1489	9	0.646155
Solyc02g065360.3.1	2862	2683	134	5.33916
Solyc01g020570.2.1	1065	886	0	0
Solyc02g076790.3.1	1037	858	165	20.5582
Solyc03g080115.1.1	945	766	0	0
Solyc03g005470.3.1	839	660	1115	180.601
Solyc05g047540.3.1	4664	4485	177.324	4.22664
Solyc11g020471.1.1	882	703	0	0
Solyc05g005770.3.1	1621	1442	55	4.07743
Solyc03g044420.2.1	1271	1092	4	0.391585
Solyc06g072135.1.1	1409	1230	32	2.78121
Solyc04g054760.3.1	876	697	21	3.22089
Solyc05g014177.1.1	448	269	0	0
Solyc03g111705.1.1	792	613	0	0
Solyc07g015850.1.1	507	328	0	0
Solyc03g063290.3.1	850	671	78.3515	12.4828
Solyc09g020190.3.1	2061	1882	224	12.7238
Solyc11g008340.2.1	3580	3401	324	10.1842
Solyc12g019777.1.1	477	298	0	0
Solyc09g082740.1.1	288	109	0	0
Solyc03g051820.1.1	411	232	0	0
Solyc01g108820.1.1	768	589	0	0
Solyc09g008917.1.1	192	21.9418	0	0
Solyc11g072320.2.1	4765	4586	647.254	15.0879
Solyc03g112770.3.1	871	692	355	54.8418
Solyc04g054430.2.1	1054	875	196	23.9462
Solyc10g052660.2.1	600	421	1029.06	261.304
Solyc04g083160.2.1	2894	2715	13	0.511874
Solyc02g088510.3.1	1452	1273	10	0.839771
Solyc02g086920.2.1	2778	2599	0	0
Solyc04g039830.2.1	636	457	2	0.467846
Solyc08g062387.1.1	405	226	0	0
Solyc03g117720.3.1	1465	1286	4	0.332513
Solyc04g074165.1.1	420	241	18	7.98444
Solyc07g063080.3.1	2851	2672	30	1.20026
Solyc11g062195.1.1	489	310	0	0
Solyc07g062020.2.1	849	670	0	0
Solyc04g050823.1.1	585	406	0	0
Solyc01g108080.3.1	384	205	0	0
Solyc08g066460.2.1	935	756	11	1.55546
Solyc08g006000.3.1	1005	826	651	84.2539
Solyc03g007825.1.1	885	706	14.2249	2.15394
Solyc03g031655.1.1	882	703	0	0
Solyc09g066400.2.1	1555	1376	30	2.33073
Solyc01g091800.3.1	1494	1315	88	7.15395
Solyc06g054690.3.1	2403	2224	264	12.6899
Solyc12g056673.1.1	810	631	7.86901	1.33315
Solyc09g065250.2.1	962	783	0	0
Solyc04g049485.1.1	625	446	0	0
Solyc09g084460.3.1	645	466	101.047	23.1808
Solyc02g067925.1.1	7689	7510	201.78	2.87229
Solyc12g006750.1.1	252	73.0112	4.69533	6.8749
Solyc03g122240.3.1	3244	3065	149	5.19691
Solyc01g109550.2.1	978	799	19	2.54212
Solyc06g007920.2.1	490	311	0	0
Solyc01g109780.3.1	2980	2801	78.8024	3.00757
Solyc06g008460.2.1	390	211	0	0
Solyc06g011460.1.1	600	421	0	0
Solyc01g081630.3.1	2503	2324	1.35564	0.0623585
Solyc09g011040.1.1	1290	1111	9	0.865999
Solyc01g080080.3.1	1806	1627	241	15.835
Solyc10g081420.2.1	6066	5887	45.5824	0.827737
Solyc06g005780.1.1	357	178	216	129.725
Solyc01g094080.3.1	2132	1953	44.8438	2.45465
Solyc06g069570.3.1	1494	1315	550.668	44.7665
Solyc01g104590.3.1	2202	2023	5691	300.734
Solyc02g067510.3.1	922	743	0	0
Solyc12g062920.2.1	195	23.5677	0	0
Solyc12g007050.1.1	198	25.324	13	54.8782
Solyc03g026413.1.1	183	17.7996	0	0
Solyc09g064220.2.1	438	259	0	0
Solyc12g038970.2.1	2016	1837	226	13.1519
Solyc07g032745.1.1	1125	946	0.0575098	0.0064989
Solyc02g078430.3.1	795	616	0	0
Solyc10g054040.2.1	1864	1685	5	0.317219
Solyc03g121770.2.1	2064	1885	0	0
Solyc09g072870.3.1	1463	1284	2530.45	210.679
Solyc03g063690.1.1	1791	1612	20	1.32634
Solyc11g067200.2.1	4337	4158	98	2.5196
Solyc09g055900.3.1	1694	1515	19	1.3407
Solyc01g105230.3.1	7135	6956	283.239	4.35294
Solyc03g120475.1.1	919	740	2376	343.245
Solyc08g007950.3.1	3366	3187	100	3.35434
Solyc06g050185.1.1	204	29.2345	0	0
Solyc04g016060.1.1	846	667	12	1.92329
Solyc02g062170.3.1	1014	835	8.39076	1.07425
Solyc08g076500.3.1	207	31.3862	0	0
Solyc08g066190.2.1	2450	2271	3.01989	0.142155
Solyc09g007320.3.1	2220	2041	9.94338	0.520811
Solyc05g012550.3.1	1211	1032	0	0
Solyc06g073033.1.1	438	259	0	0
Solyc02g090135.1.1	2374	2195	3	0.146109
Solyc06g051060.3.1	1647	1468	15	1.09233
Solyc03g007500.3.1	2046	1867	147.092	8.42234
Solyc07g042093.1.1	654	475	0	0
Solyc06g076130.3.1	5236	5057	116	2.45219
Solyc06g076910.2.1	6763	6584	198	3.21488
Solyc12g013870.2.1	1226	1047	81	8.27042
Solyc02g081570.3.1	2085	1906	0	0
Solyc07g005740.1.1	1431	1252	10	0.853856
Solyc02g086850.2.1	2888	2709	0	0
Solyc11g011130.2.1	1870	1691	1028	64.9888
Solyc03g118660.3.1	1672	1493	119	8.52072
Solyc05g009890.1.1	1362	1183	85	7.6811
Solyc02g030220.1.1	1017	838	0	0
Solyc02g069547.1.1	744	565	0	0
Solyc09g008940.3.1	1682	1503	86	6.11686
Solyc05g006323.1.1	1341	1162	165	15.1798
Solyc01g100590.3.1	1474	1295	468	38.6336
Solyc11g068810.2.1	709	530	168	33.8862
Solyc10g047480.1.1	1443	1264	0	0
Solyc01g086970.3.1	585	406	489	128.757
Solyc02g069730.3.1	1243	1064	2	0.200945
Solyc09g055235.1.1	561	382	2	0.559701
Solyc07g025120.1.1	234	55.1953	0	0
Solyc09g097865.1.1	3472	3293	33	1.0713
Solyc06g073100.3.1	1203	1024	12.2395	1.27777
Solyc10g080045.1.1	1790	1611	34	2.25617
Solyc06g060970.2.1	6163	5984	18.7117	0.33428
Solyc06g066470.3.1	240	61.0822	0	0
Solyc03g025340.1.1	1050	871	1328	162.993
Solyc02g091570.1.1	1125	946	0	0
Solyc03g118120.3.1	830	651	83	13.6297
Solyc12g013480.2.1	197	24.7239	0	0
Solyc02g068620.1.1	375	196	2	1.09085
Solyc03g082975.1.1	456	277	14.0705	5.43025
Solyc12g089293.1.1	768	589	0	0
Solyc12g096130.2.1	84	4.40283	0	0
Solyc01g080530.3.1	1352	1173	99	9.02249
Solyc05g014980.3.1	1193	1014	389	41.011
Solyc04g024340.3.1	972	793	75	10.1106
Solyc03g081290.1.1	297	118	0	0
Solyc02g069230.3.1	4256	4077	159	4.16913
Solyc12g099420.2.1	2427	2248	71	3.37638
Solyc02g030185.1.1	1050	871	0	0
Solyc11g012840.2.1	1311	1132	255.276	24.1075
Solyc09g098470.2.1	2529	2350	0	0
Solyc08g006290.2.1	798	619	0	0
Solyc03g005730.3.1	1807	1628	1326	87.072
Solyc02g083130.3.1	1482	1303	114	9.35297
Solyc03g025860.3.1	1991	1812	15.1318	0.892733
Solyc04g005030.3.1	2062	1883	157	8.9133
Solyc01g073940.3.1	2300	2121	40	2.01608
Solyc08g062700.3.1	2066	1887	200	11.3305
Solyc06g084170.3.1	406	227	32.7234	15.4107
Solyc11g050810.1.1	720	541	0	0
Solyc03g083385.1.1	372	193	0	0
Solyc09g066495.1.1	479	300	371.142	132.254
Solyc06g008150.3.1	2569	2390	65	2.9074
Solyc09g075560.1.1	1104	925	127	14.6775
Solyc01g103945.1.1	303	124	7	6.03484
Solyc05g053715.1.1	243	64.0516	6.20299	10.3529
